,ZONE,AISLE,BAY,LVL,LOCATION,LOCATION_TYPE,PERM / TEMP,LOC WIDTH,LOC LENGTH,LOC HEIGHT,CURR MIN,CURR MAX,SKU,DESCRIPTION,UNIT HEIGHT,UNIT WIDTH,UNIT LENGTH,UNIT WEIGHT,UNIT VOLUME,PACK FLAG,DAILY UNITS,DAILY CUBIC VELOCITY,DAILY HITS,WAVE TASK (4 WEEKS),LEAN TASK (4 WEEKS),TOTAL TASK (4 WEEKS),WEEK 1 UNITS (NEWEST),WEEK 2 UNITS,WEEK 3 UNITS,WEEK 4 UNITS (OLDEST),WEEKLY AVERAGE,ON-HAND INVENTORY,Weight > 35,LV,IV,DS
18283,CP2,1,224,B,CP2-001-224-B09,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,56.0,335884.0,6 OUTLET PWR STRIP 4' RT ANGLE,12.0,3.7,2.25,0.8,99.9,,0.33,33.3,0.04,0,0,0,8,0,0,0,2.0,1,No,5184.0,5594.400000000001,-410.40000000000055
18297,CP2,1,224,C,CP2-001-224-C15,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,18.0,1003063534.0,WSTR PRO SL  4.5 X 3/8 SRPASS ASSEM,14.45,5.3,2.0,0.36,153.17,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,18,No,2592.0,2757.06,-165.05999999999995
18298,CP2,1,224,C,CP2-001-224-C16,Pick Mod - Bin,P,6.0,24.0,18.0,8.0,30.0,1001287508.0,BETTER 6 X 3/8 IN KNIT MINI 6PK,1.55,7.6,8.95,0.34,105.431,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,2592.0,3162.93,-570.9299999999998
18318,CP2,1,225,B,CP2-001-225-B11,Pick Mod - Bin,P,12.0,24.0,18.0,20.0,80.0,1000541488.0,3M PGP 9X11 SANDPAPER 150 GRIT 15PK,11.45,9.45,0.75,0.81,81.1518,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,10,No,5184.0,6492.143999999999,-1308.1439999999993
18328,CP2,1,225,C,CP2-001-225-C12,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,48.0,435400.0,MD SILICONE/RUB WS-LIFETIME WH,1.0,7.37,8.75,0.25,64.4875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,2592.0,3095.3999999999996,-503.39999999999964
18346,CP2,1,226,A,CP2-001-226-A13,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,192.0,740880.0,"3""(76MM)MANDARA PULL SN",2.75,1.0,5.5,0.2,15.125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,192,No,2592.0,2904.0,-312.0
18348,CP2,1,226,A,CP2-001-226-A15,Pick Mod - Bin,P,6.0,24.0,18.0,48.0,131.0,285148.0,TACK CLOTHS 3PK,7.45,0.53,5.3,0.06,20.927,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,48,No,2592.0,2741.437,-149.4369999999999
18434,CP2,1,228,B,CP2-001-228-B17,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,180.0,601648.0,"CINCH DOOR SEAL BOTTOM 36"" WHITE",0.25,2.12,37.62,0.55,19.9386,,0.04,0.83,0.04,0,0,0,1,0,0,0,0.25,16,No,2592.0,3588.9480000000003,-996.9480000000003
18453,CP2,1,228,C,CP2-001-228-C17,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,25.0,1000003077.0,LYNDALL HANDLE CHROME,24.4,4.2,2.4,1.3,245.952,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,2592.0,6148.8,-3556.8
18457,CP2,1,228,C,CP2-001-228-C21,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,24.0,1003328434.0,LARGE RED NITRILE DIPPED WORK GLOVES,10.5,4.7,3.35,0.35,165.3225,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,3967.74,-1375.7399999999998
18522,CP2,1,229,C,CP2-001-229-C16,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,242.0,1001470467.0,"POST HOOK, SN",1.4,2.5,4.1,0.19,14.35,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,39,No,2592.0,3472.7,-880.6999999999998
18606,CP2,1,232,B,CP2-001-232-B14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,44.0,565903.0,NEW WORK 1G 18CU PACK 100,9.5,14.5,21.25,19.125,2927.1875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,128796.25,-126204.25
18607,CP2,1,232,B,CP2-001-232-B15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,19.0,817749.0,NEW WORK 2G 32CU PACK 50,12.5,18.3,25.3,15.2,5787.375,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,109960.125,-107368.125
18608,CP2,1,232,B,CP2-001-232-B16,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,62.0,847352.0,NEW WORK 1G 20CU PACK 100,9.7,16.7,20.2,21.38,3272.198,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,202876.27599999998,-200284.27599999998
18707,CP2,1,235,B,CP2-001-235-B13,Pick Mod - Bin,P,6.0,24.0,18.0,7.0,21.0,293369.0,ACC BUILD UP KIT,11.55,8.95,1.95,0.96,201.5763,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,7,No,2592.0,4233.1023000000005,-1641.1023000000005
18806,CP2,1,238,A,CP2-001-238-A17,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,30.0,1003287203.0,TEMPO ECK SEA SALT 9529-58,27.9,7.6,1.5,1.08,318.06,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,28,No,2592.0,9541.8,-6949.799999999999
18812,CP2,1,238,A,CP2-001-238-A23,Pick Mod - Bin,P,6.0,24.0,18.0,3.0,9.0,1002716201.0,SAE/METRIC RATCHETING SET (32-PIECE),2.09,14.76,20.28,9.12,625.6055,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,2592.0,5630.4495,-3038.4494999999997
18832,CP2,1,238,C,CP2-001-238-C05,Pick Mod - Bin,P,12.0,24.0,18.0,20.0,65.0,1000645034.0,SINGLE CYLINDER SATIN CHROME DEADBOL,6.5,6.5,9.5,1.6,401.375,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,5184.0,26089.375,-20905.375
18845,CP2,1,238,C,CP2-001-238-C21,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,24.0,1003000949.0,WESTWOOD MATTE BLACK KEYED ENTRY LEV,3.0,6.2,6.5,2.2,120.9,,0.04,5.04,0.04,0,0,0,1,0,0,0,0.25,23,No,2592.0,2901.6000000000004,-309.60000000000036
18850,CP2,1,238,D,CP2-001-238-D01,Pick Mod - Bin,P,18.0,24.0,18.0,30.0,72.0,1002624866.0,KS SEC COVE BED/BATH SATIN NICKEL,8.4,4.55,4.25,0.98,162.435,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,90,No,7776.0,11695.32,-3919.3199999999997
18860,CP2,1,238,D,CP2-001-238-D17,Pick Mod - Bin,P,6.0,24.0,18.0,8.0,16.0,1002811329.0,CUSTOM BOWERY MATTE BLACK COLLINS TR,3.5,5.875,8.125,1.8853,167.0703,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,48,No,2592.0,2673.1248,-81.12480000000005
18863,CP2,1,238,D,CP2-001-238-D20,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,36.0,1003001037.0,FREEDOM MATTE BLACK PRIVACY DOOR LEV,3.15,6.1,6.5,1.66,124.8975,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,47,No,2592.0,4496.3099999999995,-1904.3099999999995
18905,CP2,1,239,C,CP2-001-239-C11,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,24.0,401954.0,SCHLAGE FLA DUMMY LH BB,8.7,3.0,4.8,0.7,125.28,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,3006.7200000000003,-414.72000000000025
18940,CP2,1,240,A,CP2-001-240-A07,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,10.0,1001539692.0,SCHLAGE SENSE CEN DB SN,5.8,6.6,99.0,5.2,3789.72,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,5184.0,37897.2,-32713.199999999997
18967,CP2,1,240,D,CP2-001-240-D09,Pick Mod - Bin,P,18.0,24.0,18.0,3.0,10.0,1005356479.0,TOUGH SYSTEM 2.0 DEEP TOOL TRAY,4.485,12.09,18.33,1.804,993.9195,,0.13,124.24,0.08,0,0,0,0,3,0,0,0.75,0,No,7776.0,9939.195,-2163.1949999999997
19040,CP2,1,243,B,CP2-001-243-B11,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,11.0,230641.0,12'X16' GEN PURPOSE BLUE TARP,4.0,10.8,15.5,4.7,669.6,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,5184.0,7365.6,-2181.6000000000004
19066,CP2,1,244,A,CP2-001-244-A07,Pick Mod - Bin,P,12.0,24.0,18.0,3.0,36.0,1005223196.0,20-VOLT MAX BATTERY ADAPTER FOR 18-V,7.0,3.44,6.25,0.5,150.5,,0.04,6.27,0.04,0,0,0,1,0,0,0,0.25,61,No,5184.0,5418.0,-234.0
19127,CP2,1,245,D,CP2-001-245-D09,Pick Mod - Bin,P,18.0,24.0,18.0,5.0,50.0,352366.0,"NEW WORK CEILING 4"" 20CU W/BAR&LUG",3.3,4.05,14.8,0.69,197.802,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,1250,No,7776.0,9890.1,-2114.1000000000004
19167,CP2,1,247,A,CP2-001-247-A01,Pick Mod - Bin,P,36.0,24.0,18.0,288.0,1152.0,130265.0,CHIP 3.0 FLAT BRUSH,0.65,2.95,8.0,0.09,15.34,,0.04,0.64,0.04,0,0,0,1,0,0,0,0.25,573,No,15552.0,17671.68,-2119.6800000000003
19208,CP2,1,248,A,CP2-001-248-A17,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,16.0,1002982551.0,M12 12-VOLT LITHIUM-ION CORDLESS RIV,10.67,13.11,4.45,8.02,622.4824,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,2592.0,9959.7184,-7367.7184
19236,CP2,1,248,C,CP2-001-248-C09,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,30.0,1000001454.0,14OZ TITANIUM MILLED FCE/CRVD 18 FRM,18.0,2.2,6.3,1.65,249.48,,0.33,83.16,0.33,0,0,0,8,0,0,0,2.0,0,No,5184.0,7484.4,-2300.3999999999996
19290,CP2,1,249,B,CP2-001-249-B13,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,33.0,864743.0,"CHANNELLOCK 12"" TONGUE &GROOVE PLIER",4.0,4.0,13.75,1.34,220.0,,0.79,174.17,0.13,0,0,0,2,17,0,0,4.75,0,No,2592.0,7260.0,-4668.0
19360,CP2,1,250,C,CP2-001-250-C12,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,26.0,1002771776.0,PIN-TYPE DIGITAL MOISTURE METER W/ L,9.0,5.15,9.0,0.35,417.15,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,11,No,2592.0,10845.9,-8253.9
19402,CP2,1,251,D,CP2-001-251-D08,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,54.0,113440.0,"10"" ALL PURPOSE GLUE STICK 12 PACK",1.19,4.03,11.29,0.724,54.1434,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,19,No,2592.0,2923.7436,-331.7435999999998
19528,CP2,1,255,C,CP2-001-255-C09,Pick Mod - Bin,P,12.0,24.0,18.0,24.0,62.0,363307.0,GOOD 7 IN MINI ROLLER TRAY BLACK,2.5,9.25,15.0,0.2,346.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,46,No,5184.0,21506.25,-16322.25
19651,CP2,1,258,C,CP2-001-258-C13,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,20.0,1005222842.0,DUST BAG (FOR ALL DEWALT MITER SAWS),2.0,6.49,14.5,0.22,188.21,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,30,No,2592.0,3764.2000000000003,-1172.2000000000003
19655,CP2,1,258,C,CP2-001-258-C17,Pick Mod - Bin,P,6.0,24.0,18.0,25.0,75.0,1002184413.0,DRYWALL SANDER 120-GRIT HOOK AND LOO,10.5,9.0,5.0,0.6,472.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,96,No,2592.0,35437.5,-32845.5
19703,CP2,1,259,B,CP2-001-259-B14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,185.0,288677.0,DIABLO 220GRIT CORNER CAT/MOUSE SHTS,0.45,4.85,6.75,0.06,14.7318,,0.04,0.61,0.04,0,0,0,1,0,0,0,0.25,198,No,2592.0,2725.383,-133.3829999999998
19775,CP2,1,260,C,CP2-001-260-C15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,39.0,1006065783.0,30-9/16 IN. 12/14 TPI METAL DEEP CUT,0.85,7.05,15.3,0.32,91.6852,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,56,No,2592.0,3575.7228,-983.7228
19778,CP2,1,260,D,CP2-001-260-D04,Pick Mod - Bin,P,18.0,24.0,18.0,2.0,6.0,1002405120.0,2-COMPARTMENT STORAGE TOTE TRAY AND,7.7,13.2,19.5,1.69,1981.98,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,7776.0,11891.880000000001,-4115.880000000001
19807,CP2,1,261,C,CP2-001-261-C13,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,20.0,1000698168.0,10 IN. CONTRACTOR'S PARTS ORGANIZER,3.0,4.5,12.0,0.5,162.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,14,No,2592.0,3240.0,-648.0
19846,CP2,1,262,D,CP2-001-262-D04,Pick Mod - Bin,P,18.0,24.0,18.0,5.0,12.0,825022.0,"3-1/4""X10""X7"" HOOD TRANSITN FAN BOOT",7.7,8.85,10.15,0.84,691.6717,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,7776.0,8300.0604,-524.0604000000003
20001,CP2,1,267,B,CP2-001-267-B13,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,12.0,1001658846.0,UNGER COB WEB DUSTER,11.6,7.2,5.0,0.41,417.6,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,2592.0,5011.200000000001,-2419.2000000000007
20067,CP2,1,268,C,CP2-001-268-C17,Pick Mod - Bin,P,6.0,24.0,18.0,2.0,28.0,1005223154.0,DW 20V XR DRYWALL SCREWGUN BT,11.125,3.0,8.25,2.7,275.3437,,0.04,11.47,0.04,0,0,0,1,0,0,0,0.25,28,No,2592.0,7709.623600000001,-5117.623600000001
20086,CP2,1,268,D,CP2-001-268-D17,Pick Mod - Bin,P,6.0,24.0,18.0,7.0,16.0,1002844127.0,M12 FUEL 12-VOLT LITHIUM-ION CORDLES,8.31,7.99,3.03,2.92,201.1826,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,23,No,2592.0,3218.9216,-626.9216000000001
20114,CP2,1,269,B,CP2-001-269-B01,Pick Mod - Bin,P,48.0,24.0,18.0,2.0,62.0,1002409511.0,MILWAUKEE 75PC SHOCKWAVE BIT SET,10.4,19.15,2.2,3.33,438.152,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,30,No,20736.0,27165.424,-6429.423999999999
20136,CP2,1,269,C,CP2-001-269-C11,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,320.0,1004697957.0,MAK IMPACT XPS METRIC SOCKET SET 8PC,7.65,2.85,0.95,0.37,20.7123,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,6627.936,-4035.9359999999997
20186,CP2,1,270,C,CP2-001-270-C07,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,10.0,778899.0,MAK 2A 1/4 SHEET FINISH SANDER,8.7,15.4,8.55,7.17,1145.529,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,5184.0,11455.29,-6271.290000000001
20262,CP2,1,272,D,CP2-001-272-D01,Pick Mod - Bin,P,18.0,24.0,18.0,5.0,43.0,675221.0,GMPC PVC COATED GLOVES L/XL,13.5,6.13,6.25,0.53,517.2187,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,7776.0,22240.4041,-14464.4041
20292,CP2,1,273,C,CP2-001-273-C13,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,20.0,1000688323.0,CARBIDE TIPPED ROTARY SDS-PLUS HAMME,2.32,7.75,10.5,2.0,188.79,,0.13,23.6,0.08,0,0,0,3,0,0,0,0.75,0,No,2592.0,3775.7999999999997,-1183.7999999999997
20295,CP2,1,273,C,CP2-001-273-C16,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,20.0,1005150586.0,DEWALT 20V 4AH BATTERY,7.0,3.5,7.375,1.15,180.6875,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,14,No,2592.0,3613.75,-1021.75
20461,CP2,1,278,B,CP2-001-278-B13,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,24.0,1001771789.0,RIDGID ONE SPEAKER BLUE TOOTH RADIO,5.4,4.4,6.5,1.75,154.44,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,7,No,2592.0,3706.56,-1114.56
20517,CP2,1,279,A,CP2-001-279-A15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,18.0,1003416879.0,"RIDGID 2.5"" LOCKING 14"" FLOOR BRUSH",2.95,14.35,5.4,0.62,228.5955,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,54,No,2592.0,4114.719,-1522.719
20614,CP2,1,280,D,CP2-001-280-D15,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,18.0,587706.0,"3"" OR 4"" ROUND WALL VENT",6.45,6.5,6.9,0.31,289.2825,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,2592.0,5207.085000000001,-2615.085000000001
20861,CP2,1,288,A,CP2-001-288-A17,Pick Mod - Bin,P,6.0,24.0,18.0,2.0,10.0,1005061020.0,RYOBI ONE+ PEX AND PVC CUTTER,11.732,3.937,14.488,4.34,669.1845,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,No,2592.0,6691.844999999999,-4099.844999999999
20875,CP2,1,288,B,CP2-001-288-B15,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,324.0,534169.0,RB 1/4IN BARBED COUPLING 10PK BIN 8,0.7,4.0,9.25,0.01,25.9,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,40,No,2592.0,8391.6,-5799.6
20896,CP2,1,288,C,CP2-001-288-C17,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,30.0,1000387416.0,M18 18-VOLT LITHIUM-ION 3/8 IN. CORD,3.9,6.8,8.7,2.9,230.724,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,No,2592.0,6921.719999999999,-4329.719999999999
20915,CP2,1,288,D,CP2-001-288-D17,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,15.0,1000668521.0,1/4 IN. DIE GRINDER,3.9,17.9,4.1,4.9,286.221,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,No,2592.0,4293.3150000000005,-1701.3150000000005
20918,CP2,1,288,D,CP2-001-288-D20,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,12.0,1000388709.0,5 IN. RANDOM ORBIT SANDER/POLISHER,5.0,6.25,9.6,4.02,300.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,13,No,2592.0,3600.0,-1008.0
20931,CP2,1,289,A,CP2-001-289-A17,Pick Mod - Bin,P,6.0,24.0,18.0,8.0,32.0,1005216521.0,TRIP LEVER TUB DRAIN KIT IN OIL RUBB,2.87,5.0,8.87,0.4,127.2845,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,6,No,2592.0,4073.104,-1481.1039999999998
20947,CP2,1,289,B,CP2-001-289-B17,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,40.0,1004497653.0,MKE M12 4AH BATT & CHARGER KIT,4.0,10.0,11.0,2.3,440.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,23,No,2592.0,17600.0,-15008.0
20963,CP2,1,289,C,CP2-001-289-C20,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,200.0,880553.0,5.0GPH EMITTER+DIFFUSER 5PK (BIN 37),9.4,4.0,0.65,0.03,24.44,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,60,No,2592.0,4888.0,-2296.0
21006,CP2,1,291,B,CP2-001-291-B09,Pick Mod - Bin,P,12.0,24.0,18.0,5.0,9.0,1004360134.0,SUV AND LIGHT TRUCK ADAPTER KIT,8.4,10.6,10.4,29.5,926.016,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,5184.0,8334.144,-3150.1440000000002
21259,CP2,1,298,B,CP2-001-298-B17,Pick Mod - Bin,P,6.0,24.0,18.0,20.0,42.0,483099.0,WI-FI PROGRAMMABLE 7 DAY THERMOSTAT,9.0,7.25,3.0,1.28,195.75,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,36,No,2592.0,8221.5,-5629.5
21308,CP2,1,299,A,CP2-001-299-A13,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,20.0,1005129103.0,BATHROOM SINK POP-UP DRAIN WITH OVER,3.75,3.75,11.0,1.1,154.6875,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,37,No,2592.0,3093.75,-501.75
21332,CP2,1,299,B,CP2-001-299-B21,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,16.0,1000308905.0,MILAN VENETIAN BRONZE HALL/CLOSET LE,9.31,3.07,6.31,2.56,180.3505,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,2592.0,2885.608,-293.6080000000002
21359,CP2,1,299,D,CP2-001-299-D08,Pick Mod - Bin,P,6.0,24.0,18.0,12.0,36.0,502492.0,CLX TBC TABS 2CT,7.25,2.35,4.45,0.5,75.8168,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,47,No,2592.0,2729.4048000000003,-137.40480000000025
21394,CP2,1,300,C,CP2-001-300-C12,Pick Mod - Bin,P,6.0,24.0,18.0,4.0,16.0,1000017848.0,OCEDAR DUAL-ACTION FLIP MOP REFILL,11.55,6.4,2.35,0.3,173.712,,0.04,7.24,0.04,0,0,0,1,0,0,0,0.25,31,No,2592.0,2779.392,-187.39199999999983
21490,CP2,1,303,C,CP2-001-303-C16,Pick Mod - Bin,P,6.0,24.0,18.0,30.0,72.0,442707.0,STAINLESS STL MICROFIBER CLOTH,11.75,6.0,1.0,0.16,70.5,,0.17,11.75,0.04,0,0,0,4,0,0,0,1.0,67,No,2592.0,5076.0,-2484.0
21581,CP2,1,306,B,CP2-001-306-B15,Pick Mod - Bin,P,6.0,24.0,18.0,40.0,895.0,312456.0,ENERGIZER A23 2-PACK,3.5,1.8,0.5,0.046,3.15,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,No,2592.0,2819.25,-227.25
21618,CP2,1,307,C,CP2-001-307-C05,Pick Mod - Bin,P,12.0,24.0,18.0,10.0,32.0,1002421696.0,PUR ULT PITCHER LEAD RED FLTR 3 PK,7.8,7.6,2.9,1.2,171.912,,0.04,7.16,0.04,0,0,0,1,0,0,0,0.25,63,No,5184.0,5501.184,-317.1840000000002
21650,CP2,1,308,A,CP2-001-308-A23,Pick Mod - Bin,P,6.0,24.0,18.0,10.0,36.0,1001568092.0,WEBER Q100/1000 COVER,2.5,4.0,8.68,0.37,86.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,27,No,2592.0,3124.7999999999997,-532.7999999999997
21660,CP2,1,308,B,CP2-001-308-B17,Pick Mod - Bin,P,6.0,24.0,18.0,48.0,96.0,1003938978.0,BATHROOM SINK POP-UP DRAIN WITH OVER,3.8,3.8,11.3,1.1,163.172,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,60,No,2592.0,15664.511999999999,-13072.511999999999
21679,CP2,1,308,C,CP2-001-308-C17,Pick Mod - Bin,P,6.0,24.0,18.0,9.0,27.0,1003557787.0,1-LAYER PLEATED PAPER FILTER FOR 3-4,5.75,6.625,6.625,0.54,252.371,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,54,No,2592.0,6814.017,-4222.017
21981,CP2,1,316,A,CP2-001-316-A01,Pick Mod - Bin,P,36.0,24.0,18.0,5.0,24.0,1005117627.0,RM VANITY OVAL GRAY 2 GAL,13.1,9.95,7.4,0.83,964.553,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,18,No,15552.0,23149.272,-7597.272000000001
22056,CP2,1,318,A,CP2-001-318-A17,Pick Mod - Bin,P,6.0,24.0,18.0,18.0,36.0,1003100394.0,"RELAXGRIP  33"" 8-PATTERN WATERING EX",2.0,2.4,32.75,1.0,157.2,,0.04,6.55,0.04,0,0,0,1,0,0,0,0.25,16,No,2592.0,5659.2,-3067.2
22110,CP2,1,318,D,CP2-001-318-D17,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,18.0,1002836266.0,TYPE C2 MICRO MESH ALUMINUM REPLACEM,0.8,13.9,16.3,0.9,181.256,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,15,No,2592.0,3262.608,-670.6080000000002
22154,CP2,1,319,C,CP2-001-319-C09,Pick Mod - Bin,P,12.0,24.0,18.0,10.0,50.0,1000727319.0,CONTEMPORARY TOWEL RING IN CHROME,2.5,6.0,7.3,0.3,109.5,,0.04,4.56,0.04,0,0,0,1,0,0,0,0.25,49,No,5184.0,5475.0,-291.0
22203,CP2,1,320,C,CP2-001-320-C01,Pick Mod - Bin,P,24.0,24.0,18.0,5.0,18.0,419716.0,"GB EDGEWOOD 4"" 2HDL BATH FAUC BN",8.65,8.68,9.13,5.6,685.4986,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,10368.0,12338.9748,-1970.9748
22227,CP2,1,321,A,CP2-001-321-A14,Pick Mod - Bin,P,6.0,24.0,18.0,5.0,15.0,1002277394.0,ANVIL MASONRY BRUSH,11.8,6.95,2.23,0.58,182.8823,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,12,No,2592.0,2743.2344999999996,-151.23449999999957
22281,CP2,1,322,D,CP2-001-322-D01,Pick Mod - Bin,P,18.0,24.0,18.0,5.0,60.0,451849.0,9 IN PLASTIC ROLLER TRAY - OR,3.0,11.5,15.0,0.2,517.5,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,120,No,7776.0,31050.0,-23274.0
22282,CP2,1,322,D,CP2-001-322-D04,Pick Mod - Bin,P,18.0,24.0,18.0,10.0,30.0,1004102729.0,TRAEG DT LINER 5K- 22/575,0.85,16.35,22.2,0.92,308.5245,,0.0,0.0,0.0,0,1,1,0,0,0,0,0.0,35,No,7776.0,9255.735,-1479.7350000000006
22373,CP2,1,325,C,CP2-001-325-C01,Pick Mod - Bin,P,24.0,24.0,18.0,24.0,124.0,1004813932.0,HALO 4IN HLBSL DIRMNT LED 3CCTSELCT,6.8,4.95,3.0,0.94,100.98,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,150,No,10368.0,12521.52,-2153.5200000000004
22468,CP2,1,328,A,CP2-001-328-A17,Pick Mod - Bin,P,6.0,24.0,18.0,6.0,30.0,1002494610.0,HUSKY 3' TOILET AUGER,1.75,8.65,31.6,1.38,478.345,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,2592.0,14350.35,-11758.35
